基金代码,基金简称,公告日期,截止日期,报告期期初基金总份额,报告期基金总申购份额,报告期基金总赎回份额,报告期期末基金总份额,定期报告所属年度,报告类型
001723,华商新动力混合A,2019-07-17 00:00:00,2019-06-30 00:00:00,60342647.22,3943418.63,6371205.06,57914860.79,2019,基金定期报告
001750,景顺长城景瑞收益债券A,2019-07-17 00:00:00,2019-06-30 00:00:00,54267868.92,0.0,0.0,54267868.92,2019,基金定期报告
001783,兴银合盈债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,358164.67,99.67,19921.03,338343.31,2019,基金定期报告
001784,兴银合盈债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,17328.05,10183.27,19960.11,7551.21,2019,基金定期报告
001879,长城创业板指数增强A,2019-07-18 00:00:00,2019-06-30 00:00:00,64500684.05,27143044.73,33570008.29,58073720.49,2019,基金定期报告
001900,诺安精选价值混合,2019-07-16 00:00:00,2019-06-30 00:00:00,299475511.11,1690392.28,224909215.87,76256687.52,2019,基金定期报告
001932,国寿安保灵活优选混合,2019-07-18 00:00:00,2019-06-30 00:00:00,120687932.01,74431128.28,103102189.79,92016870.5,2019,基金定期报告
001984,摩根中国生物医药混合(QDII)A,2019-07-16 00:00:00,2019-06-30 00:00:00,23642360.04,355541484.95,30939102.07,348244742.92,2019,基金定期报告
002063,国泰沪深300指数增强C,2019-07-18 00:00:00,2019-06-30 00:00:00,13231975.48,44102.79,12988018.15,288060.12,2019,基金定期报告
002076,浙商中证500指数增强A,2019-07-19 00:00:00,2019-06-30 00:00:00,57242904.27,178280.98,131717.51,57289467.74,2019,基金定期报告
002197,国泰鑫策略价值灵活配置混合,2019-07-18 00:00:00,2019-06-30 00:00:00,52484451.06,20712896.31,9059052.46,64138294.91,2019,基金定期报告
002256,金信行业优选灵活配置混合,2019-07-17 00:00:00,2019-06-30 00:00:00,82901258.33,155010115.96,225369011.2,12542363.09,2019,基金定期报告
002271,招商安弘灵活配置混合,2019-07-19 00:00:00,2019-06-30 00:00:00,104732886.53,2097929.91,22919870.54,83910945.9,2019,基金定期报告
002274,中邮纯债聚利债券型A,2019-07-19 00:00:00,2019-06-30 00:00:00,759933325.19,765395.66,667040832.69,93657888.16,2019,基金定期报告
002275,中邮纯债聚利债券型C,2019-07-19 00:00:00,2019-06-30 00:00:00,1223814.96,627817.6,752838.35,1098794.21,2019,基金定期报告
002282,平安安享灵活配置混合A,2019-07-16 00:00:00,2019-06-30 00:00:00,59528953.54,115997451.04,14566065.44,160960339.14,2019,基金定期报告
002288,中银稳进策略灵活配置混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,271079380.71,993499.78,67428576.89,204644303.6,2019,基金定期报告
002293,南方益和灵活配置混合,2019-07-16 00:00:00,2019-06-30 00:00:00,181827728.61,326148.06,32244504.84,149909371.83,2019,基金定期报告
002295,广发稳安灵活配置混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,266996254.58,941049.27,44208997.97,223728305.88,2019,基金定期报告
002296,长城行业轮动灵活配置混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,161965833.9,571286.58,31288299.16,131248821.32,2019,基金定期报告
002301,兴业短债债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,101730523.4,9138173.83,54591.97,110814105.26,2019,基金定期报告
002304,平安安心灵活配置混合A,2019-07-16 00:00:00,2019-06-30 00:00:00,38038601.93,152867796.32,10726614.14,180179784.11,2019,基金定期报告
002337,创金合信季安鑫3个月持有期债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,98389.75,37297.04,78672.12,57014.67,2019,基金定期报告
002338,兴业优债增利债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,63504981.02,1056982.07,12654262.47,51907700.62,2019,基金定期报告
002389,招商安德灵活配置混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,84874936.81,15643.65,23416268.79,61474311.67,2019,基金定期报告
002390,招商安德灵活配置混合C,2019-07-19 00:00:00,2019-06-30 00:00:00,0.0,9.43,0.0,9.43,2019,基金定期报告
002412,华富安福债券,2019-07-17 00:00:00,2019-06-30 00:00:00,35847544.24,39376.87,13340966.98,22545954.13,2019,基金定期报告
002415,融通通盈灵活配置混合,2019-07-16 00:00:00,2019-06-30 00:00:00,86454143.91,54577520.33,31274241.52,109757422.72,2019,基金定期报告
002420,汇添富盈鑫灵活配置混合A,2019-07-17 00:00:00,2019-06-30 00:00:00,407367675.18,3544679.5,89825109.13,321087245.55,2019,基金定期报告
002446,广发利鑫灵活配置混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,215238550.96,2542116.74,60624200.79,157156466.91,2019,基金定期报告
002447,博时裕安纯债一年定期开放债券,2019-07-18 00:00:00,2019-06-30 00:00:00,805008156.76,384446.95,476214.19,804916389.52,2019,基金定期报告
002456,招商安元灵活配置混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,173641773.58,1124381.24,67904381.37,106861773.45,2019,基金定期报告
002457,招商安元灵活配置混合C,2019-07-19 00:00:00,2019-06-30 00:00:00,0.0,82412943.31,15411954.58,67000988.73,2019,基金定期报告
002458,国泰民利策略收益灵活配置混合,2019-07-18 00:00:00,2019-06-30 00:00:00,1482382385.03,262128.12,30079758.81,1452564754.34,2019,基金定期报告
002489,国泰民福策略价值灵活配置混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,304147614.45,97092343.41,228215771.54,173024186.32,2019,基金定期报告
002512,长城久润灵活配置混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,213345534.18,29902.72,87377123.64,125998313.26,2019,基金定期报告
002537,平安安盈灵活配置混合A,2019-07-15 00:00:00,2019-06-30 00:00:00,599241991.53,327503.43,431245217.24,168324277.72,2019,基金定期报告
002542,长城久鼎灵活配置混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,1584823360.51,221273.78,74932165.95,1510112468.34,2019,基金定期报告
002598,平安消费精选混合A,2019-07-16 00:00:00,2019-06-30 00:00:00,30282444.11,202330.84,1097366.66,29387408.29,2019,基金定期报告
002599,平安消费精选混合C,2019-07-16 00:00:00,2019-06-30 00:00:00,677332.33,7842.76,153403.3,531771.79,2019,基金定期报告
002601,中银证券价值精选灵活配置混合,2019-07-19 00:00:00,2019-06-30 00:00:00,478638726.35,493880.06,228269030.1,250863576.31,2019,基金定期报告
002603,工银瑞信瑞丰半年定期开放纯债债券,2019-07-18 00:00:00,2019-06-30 00:00:00,4140743774.75,175746.06,1800012434.59,2340907086.22,2019,基金定期报告
002612,融通通慧混合A/B,2019-07-16 00:00:00,2019-06-30 00:00:00,36826147.49,82597881.23,19573818.48,99850210.24,2019,基金定期报告
002622,广发稳裕混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,1773663006.97,1736542.55,1141089528.59,634310020.93,2019,基金定期报告
002659,兴业中债1-3年政策性金融债指数A,2019-07-19 00:00:00,2019-06-30 00:00:00,99521901.31,4300.57,6210.89,99519990.99,2019,基金定期报告
002690,前海开源恒泽混合A,2019-07-16 00:00:00,2019-06-30 00:00:00,194491728.11,1073252.63,12900998.04,182663982.7,2019,基金定期报告
002691,前海开源恒泽混合C,2019-07-16 00:00:00,2019-06-30 00:00:00,64990843.83,140566.37,14139782.25,50991627.95,2019,基金定期报告
002703,长城久源灵活配置混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,138505135.43,5659.12,46900082.18,91610712.37,2019,基金定期报告
002704,德邦锐兴债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,224932166.99,0.0,0.0,224932166.99,2019,基金定期报告
002705,德邦锐兴债券C,2019-07-18 00:00:00,2019-06-30 00:00:00,1676236.45,0.0,0.0,1676236.45,2019,基金定期报告
002714,鹏华金城灵活配置混合,2019-07-16 00:00:00,2019-06-30 00:00:00,648178914.75,16112.17,42472599.89,605722427.03,2019,基金定期报告
002719,融通增祥三个月定期开放债券,2019-07-16 00:00:00,2019-06-30 00:00:00,230515246.04,35222009.46,14653096.54,251084158.96,2019,基金定期报告
002756,招商招兴3个月定期开放债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,819647515.85,2731554069.52,819642493.23,2731559092.14,2019,基金定期报告
002757,招商招兴3个月定期开放债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,26917.76,3.58,1211.0,25710.34,2019,基金定期报告
002768,华安安进灵活配置混合A,2019-07-17 00:00:00,2019-06-30 00:00:00,10860713.19,237659610.17,22016.58,248498306.78,2019,基金定期报告
002769,兴业短债债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,185030.83,534452.98,139811.42,579672.39,2019,基金定期报告
002904,博时安仁一年定期开放债券型A,2019-07-18 00:00:00,2019-06-30 00:00:00,500452485.05,0.0,0.0,500452485.05,2019,基金定期报告
002905,博时安仁一年定期开放债券型C,2019-07-18 00:00:00,2019-06-30 00:00:00,47580.1,0.0,0.0,47580.1,2019,基金定期报告
002959,汇添富盈泰灵活配置混合,2019-07-17 00:00:00,2019-06-30 00:00:00,1167578953.75,6413775.65,144205682.89,1029787046.51,2019,基金定期报告
003002,国金及第中短债债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,224160086.14,218473919.05,223588237.34,219045767.85,2019,基金定期报告
003009,国联盈泽中短债债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,170223480.57,84226720.45,209502272.78,44947928.24,2019,基金定期报告
003010,国联盈泽中短债债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,58941620.63,14602567.63,34961504.13,38582684.13,2019,基金定期报告
003071,国联睿祥纯债债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,198954483.79,0.0,0.0,198954483.79,2019,基金定期报告
003072,国联睿祥纯债债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,85599.12,0.0,0.0,85599.12,2019,基金定期报告
003123,天治鑫利纯债债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,8780301.64,0.0,1835845.38,6944456.26,2019,基金定期报告
003124,天治鑫利纯债债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,66295.73,0.0,53111.42,13184.31,2019,基金定期报告
003126,长信易进混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,145622.15,1151.87,55815.51,90958.51,2019,基金定期报告
003127,长信易进混合C,2019-07-18 00:00:00,2019-06-30 00:00:00,7044817.51,21348.74,856221.98,6209944.27,2019,基金定期报告
003163,金鹰添益3个月定期开放债券,2019-07-17 00:00:00,2019-06-30 00:00:00,2591241728.16,1444250.86,3827055.41,2588858923.61,2019,基金定期报告
003189,汇添富保鑫灵活配置混合A,2019-07-17 00:00:00,2019-06-30 00:00:00,454989763.33,12277504.37,12087793.41,455179474.29,2019,基金定期报告
003205,财通可转债债券C,2019-07-18 00:00:00,2019-06-30 00:00:00,22608.08,0.0,2040.44,20567.64,2019,基金定期报告
003239,博时安祺6个月定期开放债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,1005338510.54,0.0,0.0,1005338510.54,2019,基金定期报告
003240,博时安祺6个月定期开放债券C,2019-07-18 00:00:00,2019-06-30 00:00:00,7192297.01,0.0,0.0,7192297.01,2019,基金定期报告
003275,国联安添利增长债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,17927577.64,11931.32,588662.47,17350846.49,2019,基金定期报告
003276,国联安添利增长债券C,2019-07-18 00:00:00,2019-06-30 00:00:00,2744288.23,1072.91,550305.32,2195055.82,2019,基金定期报告
003297,招商双债增强债券(LOF)E,2019-07-19 00:00:00,2019-06-30 00:00:00,24.47,75292664.78,973777.44,74318911.81,2019,基金定期报告
003315,景顺长城政策性金融债债券A,2019-07-17 00:00:00,2019-06-30 00:00:00,6870154.75,55936480.46,56590987.24,6215647.97,2019,基金定期报告
003403,华商瑞丰短债债券A,2019-07-17 00:00:00,2019-06-30 00:00:00,38279016.9,266465183.84,23534827.24,281209373.5,2019,基金定期报告
003471,新疆前海联合添鑫3个月定期开放债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,504264065.45,9587335.31,505992061.47,7859339.29,2019,基金定期报告
003472,新疆前海联合添鑫3个月定期开放债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,694.89,94872389.76,393476.25,94479608.4,2019,基金定期报告
003520,万家1-3年政策性金融债纯债债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,2202138295.82,299630480.5,179012390.65,2322756385.67,2019,基金定期报告
003521,万家1-3年政策性金融债纯债债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,461024.94,963293.86,240921.0,1183397.8,2019,基金定期报告
003532,汇添富鑫利定期开放债券A,2019-07-17 00:00:00,2019-06-30 00:00:00,1135252724.77,741563792.11,10168.09,1876806348.79,2019,基金定期报告
003533,汇添富鑫利定期开放债券C,2019-07-17 00:00:00,2019-06-30 00:00:00,31899.38,0.0,970.59,30928.79,2019,基金定期报告
003564,博时安诚3个月定期开放债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,494808978.18,3708.82,294770.81,494517916.19,2019,基金定期报告
003565,博时安诚3个月定期开放债券C,2019-07-18 00:00:00,2019-06-30 00:00:00,3321204.88,0.0,974511.35,2346693.53,2019,基金定期报告
003682,博时安弘一年定期开放债券型A,2019-07-18 00:00:00,2019-06-30 00:00:00,516202621.92,0.0,0.0,516202621.92,2019,基金定期报告
003683,博时安弘一年定期开放债券型C,2019-07-18 00:00:00,2019-06-30 00:00:00,253372.37,0.0,0.0,253372.37,2019,基金定期报告
003696,国泰润鑫定期开放债券,2019-07-18 00:00:00,2019-06-30 00:00:00,1293069000.17,1856.6,19.96,1293070836.81,2019,基金定期报告
003760,国泰中证500指数增强A,2019-07-18 00:00:00,2019-06-30 00:00:00,503992.2,143651.11,139004.67,508638.64,2019,基金定期报告
003761,国泰中证500指数增强C,2019-07-18 00:00:00,2019-06-30 00:00:00,52535553.55,2025422.25,51683462.91,2877512.89,2019,基金定期报告
003822,中信建投行业轮换混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,37269189.0,13335892.11,5873074.07,44732007.04,2019,基金定期报告
003823,中信建投行业轮换混合C,2019-07-19 00:00:00,2019-06-30 00:00:00,36836244.58,5564408.93,9098624.51,33302029.0,2019,基金定期报告
003880,嘉实稳骏纯债债券,2019-07-17 00:00:00,2019-06-30 00:00:00,20996801.71,8282.12,461927.05,20543156.78,2019,基金定期报告
003938,南方荣尊混合A,2019-07-16 00:00:00,2019-06-30 00:00:00,81477838.77,9636017.47,63472169.82,27641686.42,2019,基金定期报告
003939,南方荣尊混合C,2019-07-16 00:00:00,2019-06-30 00:00:00,41044089.79,39933.38,20413974.0,20670049.17,2019,基金定期报告
003952,兴业嘉瑞6个月定期开放债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,1000001579.9,0.01,0.0,1000001579.91,2019,基金定期报告
003953,兴业嘉瑞6个月定期开放债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,1340.15,0.02,0.0,1340.17,2019,基金定期报告
003957,安信量化精选沪深300指数增强A,2019-07-18 00:00:00,2019-06-30 00:00:00,586304.23,115364.07,73130.95,628537.35,2019,基金定期报告
003958,安信量化精选沪深300指数增强C,2019-07-18 00:00:00,2019-06-30 00:00:00,60774551.77,556431.73,27757000.84,33573982.66,2019,基金定期报告
003980,中银证券瑞益灵活配置混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,42376047.3,24095643.53,21434823.37,45036867.46,2019,基金定期报告
003981,中银证券瑞益灵活配置混合C,2019-07-19 00:00:00,2019-06-30 00:00:00,11825516.15,3343885.31,8761176.08,6408225.38,2019,基金定期报告
004031,鑫元添利三个月定期开放债券,2019-07-19 00:00:00,2019-06-30 00:00:00,9879581.93,9603317.25,9856575.94,9626323.24,2019,基金定期报告
004117,大成惠祥纯债债券,2019-07-18 00:00:00,2019-06-30 00:00:00,2000001805.21,11.04,4.27,2000001811.98,2019,基金定期报告
004122,兴银长益三个月定期开放债券,2019-07-19 00:00:00,2019-06-30 00:00:00,3000426497.53,12.0,91087.16,3000335422.37,2019,基金定期报告
004123,兴银长盈三个月定期开放债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,2000407809.03,4910.84,82254.01,2000330465.86,2019,基金定期报告
004155,中信保诚至泰中短债债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,150418092.57,136364.99,64468760.5,86085697.06,2019,基金定期报告
004156,中信保诚至泰中短债债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,2962570.61,12993477.19,617583.64,15338464.16,2019,基金定期报告
004189,华商消费行业股票,2019-07-17 00:00:00,2019-06-30 00:00:00,29124420.42,55507582.15,11743812.05,72888190.52,2019,基金定期报告
004218,前海开源裕和混合A,2019-07-16 00:00:00,2019-06-30 00:00:00,26992024.77,119610.34,1244944.41,25955909.55,2019,基金定期报告
004242,兴业稳康三年定期开放债券,2019-07-19 00:00:00,2019-06-30 00:00:00,200005036.9,0.1,0.0,200005037.0,2019,基金定期报告
004389,大成惠明纯债债券,2019-07-18 00:00:00,2019-06-30 00:00:00,738059917.95,0.0,0.0,738059917.95,2019,基金定期报告
004469,汇添富鑫益定期开放债券型A,2019-07-17 00:00:00,2019-06-30 00:00:00,1500121724.6,1006.71,15389.49,1500107341.82,2019,基金定期报告
004470,汇添富鑫益定期开放债券型C,2019-07-17 00:00:00,2019-06-30 00:00:00,92741.01,0.0,27205.05,65535.96,2019,基金定期报告
004512,海富通沪深300指数增强C,2019-07-17 00:00:00,2019-06-30 00:00:00,1824588.7,114579203.53,110778224.4,5625567.83,2019,基金定期报告
004513,海富通沪深300指数增强A,2019-07-17 00:00:00,2019-06-30 00:00:00,11423942.06,34516.72,2928041.89,8530416.89,2019,基金定期报告
004596,中科沃土沃安中短期利率债债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,64325639.4,550871972.87,72028239.37,543169372.9,2019,基金定期报告
004632,平安合意定期开放债券,2019-07-16 00:00:00,2019-06-30 00:00:00,209999000.0,298565883.76,0.0,508564883.76,2019,基金定期报告
004672,华夏短债债券A,2019-07-17 00:00:00,2019-06-30 00:00:00,36965319.29,12831973.47,14841966.98,34955325.78,2019,基金定期报告
004673,华夏短债债券C,2019-07-17 00:00:00,2019-06-30 00:00:00,11116825.96,32844559.79,12249569.8,31711815.95,2019,基金定期报告
004736,富国鼎利纯债三个月定期开放债券,2019-07-18 00:00:00,2019-06-30 00:00:00,201513932.78,35982367.76,95756966.39,141739334.15,2019,基金定期报告
004740,中欧瑞丰灵活配置混合(LOF)C,2019-07-19 00:00:00,2019-06-30 00:00:00,6298662.8,0.0,0.0,6298662.8,2019,基金定期报告
004788,富荣沪深300指数增强A,2019-07-18 00:00:00,2019-06-30 00:00:00,166186.66,93663.15,104024.6,155825.21,2019,基金定期报告
004789,富荣沪深300指数增强C,2019-07-18 00:00:00,2019-06-30 00:00:00,19005821.59,146351355.35,4431.19,165352745.75,2019,基金定期报告
004790,富荣中证500指数增强A,2019-07-18 00:00:00,2019-06-30 00:00:00,722712.77,228846.48,37285.74,914273.51,2019,基金定期报告
004791,富荣中证500指数增强C,2019-07-18 00:00:00,2019-06-30 00:00:00,14002832.51,13217.13,492.5,14015557.14,2019,基金定期报告
004827,平安中短债债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,661927876.14,215026837.12,470241567.14,406713146.12,2019,基金定期报告
004828,平安中短债债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,54038202.86,608555.27,28829550.11,25817208.02,2019,基金定期报告
004839,银华安颐中短债双月持有期债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,18341611468.59,134128764.43,3332233542.45,15143506690.57,2019,基金定期报告
004897,长安泓源纯债债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,939506.38,2485674.43,312333.32,3112847.49,2019,基金定期报告
004898,长安泓源纯债债券C,2019-07-18 00:00:00,2019-06-30 00:00:00,1067598.83,2445277.5,556573.17,2956303.16,2019,基金定期报告
004907,长安泓沣中短债债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,1187265.62,119069.12,300966.37,1005368.37,2019,基金定期报告
004908,长安泓沣中短债债券C,2019-07-18 00:00:00,2019-06-30 00:00:00,1172873.53,450526.12,363349.84,1260049.81,2019,基金定期报告
004954,中银证券中高等级债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,840402009.59,2852133.4,204382331.22,638871811.77,2019,基金定期报告
004955,中银证券中高等级债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,34473660.22,795995.99,17302366.88,17967289.33,2019,基金定期报告
004960,平安合泰3个月定期开放债券,2019-07-16 00:00:00,2019-06-30 00:00:00,509999000.0,29940.12,499999000.0,10029940.12,2019,基金定期报告
004978,富国聚利纯债三个月定期开放债券,2019-07-18 00:00:00,2019-06-30 00:00:00,935496529.38,0.0,0.0,935496529.38,2019,基金定期报告
005029,中银产业精选混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,259660625.54,361085.12,55938818.6,204082892.06,2019,基金定期报告
005047,南华瑞扬纯债债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,3708023.66,1939.84,718674.54,2991288.96,2019,基金定期报告
005048,南华瑞扬纯债债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,3271708.21,37119.5,3019394.98,289432.73,2019,基金定期报告
005090,嘉合睿金混合A,2019-07-17 00:00:00,2019-06-30 00:00:00,10452951.24,10223.87,0.0,10463175.11,2019,基金定期报告
005091,嘉合睿金混合C,2019-07-17 00:00:00,2019-06-30 00:00:00,508346.81,6318.82,5903.34,508762.29,2019,基金定期报告
005099,易方达富华纯债债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,6433575119.09,42596494.47,2039374092.05,4436797521.51,2019,基金定期报告
005137,长信沪深300指数增强A,2019-07-18 00:00:00,2019-06-30 00:00:00,997541.4,3404.71,28242.51,972703.6,2019,基金定期报告
005138,前海开源弘丰债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,33660575.81,7973100.11,27471138.36,14162537.56,2019,基金定期报告
005139,前海开源弘丰债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,6900660.08,28539188.96,6235059.85,29204789.19,2019,基金定期报告
005177,华夏睿磐泰利混合A,2019-07-17 00:00:00,2019-06-30 00:00:00,25841458.43,306692651.99,8413415.53,324120694.89,2019,基金定期报告
005178,华夏睿磐泰利混合C,2019-07-17 00:00:00,2019-06-30 00:00:00,16637986.65,12929709.01,4368796.3,25198899.36,2019,基金定期报告
005289,融通通昊三个月定期开放债券,2019-07-16 00:00:00,2019-06-30 00:00:00,1010630682.17,136789.26,0.0,1010767471.43,2019,基金定期报告
005301,前海开源弘泽债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,32409169.21,14064025.67,22364174.45,24109020.43,2019,基金定期报告
005302,前海开源弘泽债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,36986570.94,24687825.85,14514719.02,47159677.77,2019,基金定期报告
005307,财通资管鸿达纯债债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,5479379.01,23594.77,4770892.16,732081.62,2019,基金定期报告
005308,财通资管鸿达纯债债券C,2019-07-18 00:00:00,2019-06-30 00:00:00,104374816.47,176753914.08,134265079.46,146863651.09,2019,基金定期报告
005350,诺德短债债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,161778505.93,3677756.17,35344678.79,130111583.31,2019,基金定期报告
005393,南方卓利3个月定期开放债券,2019-07-16 00:00:00,2019-06-30 00:00:00,7829552184.96,0.0,0.0,7829552184.96,2019,基金定期报告
005394,南方卓利3个月定期开放债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,0.0,0.0,0.0,0.0,2019,基金定期报告
005425,民生加银睿通3个月定期开放债券,2019-07-17 00:00:00,2019-06-30 00:00:00,2009999000.0,1995807803.61,0.0,4005806803.61,2019,基金定期报告
005432,上银聚鸿益三个月定期开放债券,2019-07-16 00:00:00,2019-06-30 00:00:00,1010000000.0,0.0,0.0,1010000000.0,2019,基金定期报告
005465,华泰紫金智惠定期开放债券A,2019-07-17 00:00:00,2019-06-30 00:00:00,1000263311.87,0.0,0.0,1000263311.87,2019,基金定期报告
005466,华泰紫金智惠定期开放债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,0.0,0.0,2019,基金定期报告
005503,汇添富理财60天债券型E,2019-07-17 00:00:00,2019-06-30 00:00:00,1376659303.14,129898481.04,494971706.27,1011586077.91,2019,基金定期报告
005505,前海开源中药研究精选股票A,2019-07-16 00:00:00,2019-06-30 00:00:00,19289651.98,8667579.46,16992303.27,10964928.17,2019,基金定期报告
005506,前海开源中药研究精选股票C,2019-07-16 00:00:00,2019-06-30 00:00:00,19845732.04,38073568.97,39533701.07,18385599.94,2019,基金定期报告
005513,南华瑞恒中短债债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,282585820.2,20058838.33,172497043.86,130147614.67,2019,基金定期报告
005514,南华瑞恒中短债债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,1869889.8,1294319.74,1376727.34,1787482.2,2019,基金定期报告
005530,汇添富沪深300指数增强A,2019-07-17 00:00:00,2019-06-30 00:00:00,170836194.2,4337892.83,64902022.58,110272064.45,2019,基金定期报告
005680,财通资管价值成长混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,480437691.44,1182721.44,118007672.72,363612740.16,2019,基金定期报告
005761,招商MSCI中国A股国际通ETF联接A,2019-07-19 00:00:00,2019-06-30 00:00:00,2242231362.64,299674466.69,600882614.34,1941023214.99,2019,基金定期报告
005762,招商MSCI中国A股国际通ETF联接C,2019-07-19 00:00:00,2019-06-30 00:00:00,316871968.89,91048476.63,111886202.06,296034243.46,2019,基金定期报告
005816,国泰农惠定期开放债券,2019-07-18 00:00:00,2019-06-30 00:00:00,233171705.77,0.0,0.0,233171705.77,2019,基金定期报告
005831,鹏华尊悦3个月定期开放债券,2019-07-16 00:00:00,2019-06-30 00:00:00,2935296458.61,0.0,0.0,2935296458.61,2019,基金定期报告
005850,财通沪深300指数增强,2019-07-18 00:00:00,2019-06-30 00:00:00,165836931.33,109139945.95,70132047.39,204844829.89,2019,基金定期报告
005855,中科沃土沃瑞灵活配置混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,9768061.37,477237.68,49257.98,10196041.07,2019,基金定期报告
005856,中科沃土沃瑞灵活配置混合C,2019-07-19 00:00:00,2019-06-30 00:00:00,1164750.31,119231.4,6160.89,1277820.82,2019,基金定期报告
005882,财通资管鸿达纯债债券E,2019-07-18 00:00:00,2019-06-30 00:00:00,6198711.99,1393547.12,6216605.41,1375653.7,2019,基金定期报告
005914,景顺长城智能生活混合,2019-07-17 00:00:00,2019-06-30 00:00:00,551041277.25,9170309.15,394138414.08,166073172.32,2019,基金定期报告
005918,天弘沪深300ETF联接C,2019-07-16 00:00:00,2019-06-30 00:00:00,517860102.05,1692704322.69,855061177.15,1355503247.59,2019,基金定期报告
005919,天弘中证500ETF联接C,2019-07-16 00:00:00,2019-06-30 00:00:00,488566232.32,1100687396.15,803140503.82,786113124.65,2019,基金定期报告
005970,国泰消费优选股票,2019-07-18 00:00:00,2019-06-30 00:00:00,36887656.5,26799335.32,14613042.6,49073949.22,2019,基金定期报告
005979,南方合顺多资产配置混合(FOF)A,2019-07-16 00:00:00,2019-06-30 00:00:00,29625088.94,230830.25,3471989.01,26383930.18,2019,基金定期报告
005980,南方合顺多资产配置混合(FOF)C,2019-07-16 00:00:00,2019-06-30 00:00:00,29857619.7,324814.04,13629291.49,16553142.25,2019,基金定期报告
005988,兴业纯债6个月定期开放债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,749996318.67,0.0,0.0,749996318.67,2019,基金定期报告
005989,兴业纯债6个月定期开放债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,2845.09,0.0,0.0,2845.09,2019,基金定期报告
006005,诺安鼎利混合A,2019-07-16 00:00:00,2019-06-30 00:00:00,171722863.16,252839.15,18241550.89,153734151.42,2019,基金定期报告
