基金代码,基金简称,公告日期,截止日期,机构投资者持有的基金份额,机构投资者持有的基金份额占总份额比例,个人投资者持有的基金份额,个人投资者持有的基金份额占总份额比例,定期报告所属年度,报告类型
007077,汇添富中证医药卫生ETF联接C,2019-08-29 00:00:00,2019-06-30 00:00:00,21222909.14,7.61,257480697.25,92.39,2019,中期报告
007078,工银瑞信中债3-5年国开行债券指数A,2019-08-28 00:00:00,2019-06-30 00:00:00,4240362865.19,99.92,3348402.3,0.08,2019,中期报告
007079,工银瑞信中债3-5年国开行债券指数C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,2191789.49,100.0,2019,中期报告
007082,平安高端制造混合A,2019-08-23 00:00:00,2019-06-30 00:00:00,3167778.79,0.37,844854675.59,99.63,2019,中期报告
007083,平安高端制造混合C,2019-08-23 00:00:00,2019-06-30 00:00:00,4082105.1,13.91,25263671.68,86.09,2019,中期报告
007085,招商瑞庆灵活配置混合C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,955705.25,100.0,2019,中期报告
007089,国投瑞银中证500指数量化增强C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,2785965.48,100.0,2019,中期报告
007090,海富通稳健养老目标一年持有期混合(FOF)A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,91632526.07,100.0,2019,中期报告
007091,东兴兴福一年定期开放债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,110209296.41,26.31,308650462.03,73.69,2019,中期报告
007094,建信中债3-5年国开行债券指数A,2019-08-29 00:00:00,2019-06-30 00:00:00,849997000.0,99.96,313103.21,0.04,2019,中期报告
007095,建信中债3-5年国开行债券指数C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,390277.93,100.0,2019,中期报告
007096,大成沪深300指数C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,45067.47,100.0,2019,中期报告
007097,汇添富中债1-3年国开行债券指数A,2019-08-29 00:00:00,2019-06-30 00:00:00,4010354250.0,99.99,401783.2,0.01,2019,中期报告
007098,汇添富中债1-3年国开行债券指数C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,650805.41,100.0,2019,中期报告
007099,安信尊享添益债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,58618036.16,95.86,2532331.91,4.14,2019,中期报告
007100,中银稳健添利债券E,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,193460.38,100.0,2019,中期报告
007101,中欧远见两年定期开放混合C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,50981630.07,100.0,2019,中期报告
007104,易方达恒利3个月定期开放债券,2019-08-24 00:00:00,2019-06-30 00:00:00,509999000.0,100.0,0.0,0.0,2019,中期报告
007111,新疆前海联合国民健康产业灵活配置混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,5524861.88,98.78,68287.31,1.22,2019,中期报告
007119,睿远成长价值混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,95217777.77,1.89,4933883711.47,98.11,2019,中期报告
007120,睿远成长价值混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,22780000.0,2.43,915040745.21,97.57,2019,中期报告
007121,中加裕盈纯债债券,2019-08-26 00:00:00,2019-06-30 00:00:00,199997000.0,100.0,4846.12,0.0,2019,中期报告
007126,博道远航混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,3298080.94,1.9,169998914.34,98.1,2019,中期报告
007127,博道远航混合C,2019-08-27 00:00:00,2019-06-30 00:00:00,15906161.5,8.4,173531546.15,91.6,2019,中期报告
007130,中庚小盘价值股票,2019-08-26 00:00:00,2019-06-30 00:00:00,108890124.22,3.39,3100335715.87,96.61,2019,中期报告
007147,博时中债1-3年国开行债券指数A,2019-08-27 00:00:00,2019-06-30 00:00:00,299998000.0,99.83,511654.08,0.17,2019,中期报告
007148,博时中债1-3年国开行债券指数C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,863313.24,100.0,2019,中期报告
007153,汇添富中证银行ETF联接A,2019-08-29 00:00:00,2019-06-30 00:00:00,704524.83,1.24,56266757.58,98.76,2019,中期报告
007154,汇添富中证银行ETF联接C,2019-08-29 00:00:00,2019-06-30 00:00:00,500112.5,1.24,39893387.96,98.76,2019,中期报告
007155,银河中债-1-3年久期央企20债券指数,2019-08-26 00:00:00,2019-06-30 00:00:00,803179682.44,100.0,4581.65,0.0,2019,中期报告
007165,华夏中债1-3年政策性金融债指数A,2019-08-29 00:00:00,2019-06-30 00:00:00,2369656834.29,99.93,1671582.55,0.07,2019,中期报告
007166,华夏中债1-3年政策性金融债指数C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,338697.6,100.0,2019,中期报告
007169,易方达中债1-3年国开行债券指数A,2019-08-24 00:00:00,2019-06-30 00:00:00,4290351728.53,99.96,1834531.83,0.04,2019,中期报告
007170,易方达中债1-3年国开行债券指数C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,693747.43,100.0,2019,中期报告
007173,招商添旭3个月定期开放债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,1010000000.0,100.0,0.0,0.0,2019,中期报告
007176,富国泓利纯债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,4794363.05,99.98,969.37,0.02,2019,中期报告
007184,蜂巢添鑫纯债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,1784271395.59,100.0,34429.31,0.0,2019,中期报告
007185,蜂巢添鑫纯债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,1796137230.4,99.94,1026480.69,0.06,2019,中期报告
007188,嘉实养老目标日期2050五年持有期混合(FOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,10000450.04,94.6,570397.82,5.4,2019,中期报告
007191,富国中证价值ETF联接C,2019-08-27 00:00:00,2019-06-30 00:00:00,804.57,0.06,1434906.57,99.94,2019,中期报告
007192,恒越研究精选混合C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,1807.03,100.0,2019,中期报告
007193,恒越核心精选混合C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,263330.31,100.0,2019,中期报告
007197,富国中债1-5年农发行债券指数A,2019-08-27 00:00:00,2019-06-30 00:00:00,5085925403.08,99.98,964453.5,0.02,2019,中期报告
007198,富国中债1-5年农发行债券指数C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,27555.9,100.0,2019,中期报告
007199,永赢泰利债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,19999000.0,99.9886,2276.39,0.0114,2019,中期报告
007200,永赢泰利债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,2050.0,100.0,2019,中期报告
007208,中邮中债-1-3年久期央企20债券指数A,2019-08-26 00:00:00,2019-06-30 00:00:00,598879604.05,100.0,1939.08,0.0,2019,中期报告
007209,中邮中债-1-3年久期央企20债券指数C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,2790.0,100.0,2019,中期报告
007210,华商瑞丰短债债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,117914462.28,88.56,15225248.26,11.44,2019,中期报告
007215,国寿安保泰荣纯债债券,2019-08-28 00:00:00,2019-06-30 00:00:00,79999000.0,99.97,26614.18,0.03,2019,中期报告
007230,兴全沪深300指数增强(LOF)C,2019-08-24 00:00:00,2019-06-30 00:00:00,53054082.56,96.19,2100151.46,3.81,2019,中期报告
007232,万家平衡养老目标三年持有期混合(FOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,10000200.02,97.61,244361.04,2.39,2019,中期报告
007233,金鹰鑫益灵活配置混合E,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,292996421.02,100.0,2019,中期报告
007235,广发聚利债券(LOF)C,2019-08-28 00:00:00,2019-06-30 00:00:00,4073425.93,95.76,180241.57,4.24,2019,中期报告
007250,广发养老目标日期2050五年持有期混合(FOF)A,2019-08-28 00:00:00,2019-06-30 00:00:00,10000000.0,87.19,1468575.16,12.81,2019,中期报告
007255,华宝稳健养老目标一年持有期混合(FOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,10000900.09,77.4,2919609.1,22.6,2019,中期报告
007271,鹏华养老目标日期2045三年持有期混合(FOF)A,2019-08-23 00:00:00,2019-06-30 00:00:00,10000000.0,99.1,91063.79,0.9,2019,中期报告
007273,鹏华长乐稳健养老目标一年持有期混合(FOF)A,2019-08-23 00:00:00,2019-06-30 00:00:00,10000000.0,99.61,39286.04,0.39,2019,中期报告
007286,中邮纯债裕利三个月定期开放债券,2019-08-26 00:00:00,2019-06-30 00:00:00,509999000.0,100.0,0.0,0.0,2019,中期报告
007293,长信利信灵活配置混合C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,1930245.72,100.0,2019,中期报告
007294,长信利信灵活配置混合E,2019-08-27 00:00:00,2019-06-30 00:00:00,208343554.29,100.0,481.61,0.0,2019,中期报告
007302,华宝宝盛纯债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,1547386994.85,99.99,151478.31,0.01,2019,中期报告
007326,国投瑞银新增长灵活配置混合C,2019-08-28 00:00:00,2019-06-30 00:00:00,41234025.8,99.26,305921.84,0.74,2019,中期报告
007328,招商添盈纯债债券E,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,71152.91,100.0,2019,中期报告
007339,易方达沪深300ETF联接C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,10262800.04,100.0,2019,中期报告
007346,易方达科技创新混合,2019-08-24 00:00:00,2019-06-30 00:00:00,2203776.71,0.22,986336573.97,99.78,2019,中期报告
007386,浙商中证500指数增强C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,531.01,100.0,2019,中期报告
007387,融通通慧混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,21473973.54,100.0,0.0,0.0,2019,中期报告
007397,华宝标普沪港深中国增强价值指数(LOF)C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,21045.89,100.0,2019,中期报告
007404,华宝沪深300指数增强C,2019-08-29 00:00:00,2019-06-30 00:00:00,6866267.45,95.88,294776.58,4.12,2019,中期报告
007413,长城中证500指数增强C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,1206763.63,100.0,2019,中期报告
007446,中欧增强回报债券(LOF)C,2019-08-26 00:00:00,2019-06-30 00:00:00,138966.09,17.74,644180.08,82.26,2019,中期报告
007448,长信沪深300指数增强C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,1322.76,100.0,2019,中期报告
007495,兴业中债1-3年政策性金融债指数C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,8.84,100.0,2019,中期报告
007502,前海开源裕和混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,389071.44,100.0,2019,中期报告
007509,华商润丰灵活配置混合C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,3005.01,100.0,2019,中期报告
007512,工银瑞信沪港深股票C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,0.0,0.0,2019,中期报告
007521,南方日添益货币F,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,193875.31,100.0,2019,中期报告
007522,南方理财金交易货币E,2019-08-23 00:00:00,2019-06-30 00:00:00,48051899.37,96.79,1593571.7,3.21,2019,中期报告
007531,华宝中证全指证券公司ETF联接C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,8859844.79,100.0,2019,中期报告
020018,国泰金鹿混合,2019-08-28 00:00:00,2019-06-30 00:00:00,1499501.17,1.2,123852980.1,98.8,2019,中期报告
040045,华安添鑫中短债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,4068646.09,100.0,2019,中期报告
090023,大成安汇金融债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,38486.38,0.03,128390333.34,99.97,2019,中期报告
091023,大成安汇金融债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,17155760509.86,100.0,0.0,0.0,2019,中期报告
100050,富国全球债券(QDII)A,2019-08-27 00:00:00,2019-06-30 00:00:00,4337346.43,11.59,33099816.51,88.41,2019,中期报告
110050,易方达安和中短债债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,545165.02,0.27,199531672.56,99.73,2019,中期报告
110051,易方达安和中短债债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,22377865172.93,100.0,6.44,0.0,2019,中期报告
110052,易方达安源中短债债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,211053.23,0.23,90078959.48,99.77,2019,中期报告
110053,易方达安源中短债债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,45318533.91,89.1,5544123.03,10.9,2019,中期报告
159962,华夏中证四川国企改革ETF,2019-08-29 00:00:00,2019-06-30 00:00:00,3754873255.0,99.93,2519883.0,0.07,2019,中期报告
159964,平安创业板ETF,2019-08-23 00:00:00,2019-06-30 00:00:00,69325311.0,65.72,36156570.0,34.28,2019,中期报告
159965,国联央视财经50ETF,2019-08-26 00:00:00,2019-06-30 00:00:00,517215186.0,79.03,137211767.0,20.97,2019,中期报告
160127,南方新兴消费增长股票(LOF)A,2019-08-23 00:00:00,2019-06-30 00:00:00,5885272.0,0.99,588820838.96,99.01,2019,中期报告
160135,南方中证高铁产业指数(LOF),2019-08-23 00:00:00,2019-06-30 00:00:00,3760395.44,1.74,211808884.93,98.26,2019,中期报告
160137,南方中证互联网指数(LOF)A,2019-08-23 00:00:00,2019-06-30 00:00:00,141085.79,0.09,154324207.34,99.91,2019,中期报告
160217,国泰信用互利债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,125910542.32,78.27,34952069.29,21.73,2019,中期报告
160224,国泰中证计算机主题ETF联接A,2019-08-28 00:00:00,2019-06-30 00:00:00,1936014.86,0.78,244973770.98,99.22,2019,中期报告
160415,华安量化多因子混合(LOF),2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,15451218.24,100.0,2019,中期报告
160424,华安创业板50ETF联接C,2019-08-28 00:00:00,2019-06-30 00:00:00,4792485.38,97.24,135828.08,2.76,2019,中期报告
160516,博时中证全指证券公司指数(LOF)A,2019-08-27 00:00:00,2019-06-30 00:00:00,336468.25,0.25,134700663.3,99.75,2019,中期报告
160517,博时中证银行指数(LOF)A,2019-08-27 00:00:00,2019-06-30 00:00:00,249961.0,0.22,115453581.9,99.78,2019,中期报告
160718,嘉实多利收益债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,12581632.77,29.92,29462470.7,70.08,2019,中期报告
160814,长盛中证金融地产指数(LOF),2019-08-27 00:00:00,2019-06-30 00:00:00,1122637.48,0.62,179693777.02,99.38,2019,中期报告
160925,大成中华沪深港300指数(LOF)A,2019-08-27 00:00:00,2019-06-30 00:00:00,20789245.58,2.28,891044281.42,97.72,2019,中期报告
161019,富国新天锋债券(LOF)A,2019-08-27 00:00:00,2019-06-30 00:00:00,260002137.74,80.36,63525280.54,19.64,2019,中期报告
161029,富国中证银行指数(LOF)A,2019-08-27 00:00:00,2019-06-30 00:00:00,187613572.01,38.34,301682586.88,61.66,2019,中期报告
161118,易方达中小企业100指数(LOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,35914739.14,20.02,143506623.74,79.98,2019,中期报告
161121,易方达中证银行指数(LOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,49413850.0,32.21,103992239.73,67.79,2019,中期报告
161122,易方达生物科技指数(LOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,43183.0,0.03,153545732.67,99.97,2019,中期报告
161620,融通核心价值混合(QDII)A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,21103139.87,100.0,2019,中期报告
161628,融通中证云计算与大数据主题指数(LOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,263417.0,0.47,55370577.85,99.53,2019,中期报告
161718,招商沪深300高贝塔指数,2019-08-26 00:00:00,2019-06-30 00:00:00,370235.6,0.66,55365346.59,99.34,2019,中期报告
161811,银华沪深300指数(LOF),2019-08-26 00:00:00,2019-06-30 00:00:00,196057.0,0.2,96805763.51,99.8,2019,中期报告
161816,银华中证等权重90指数(LOF),2019-08-26 00:00:00,2019-06-30 00:00:00,4881833.92,3.77,124595442.98,96.23,2019,中期报告
161818,银华消费主题混合A,2019-08-26 00:00:00,2019-06-30 00:00:00,10226051.51,8.54,109518621.09,91.46,2019,中期报告
161834,银华鑫锐灵活配置混合(LOF)A,2019-08-26 00:00:00,2019-06-30 00:00:00,590754334.9,36.41,1031617286.54,63.59,2019,中期报告
161912,万家社会责任18个月定期开放混合(LOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,7133198.81,1.33,527934860.96,98.67,2019,中期报告
161913,万家社会责任18个月定期开放混合(LOF)C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,15493638.0,100.0,2019,中期报告
162216,宏利中证500指数增强(LOF),2019-08-24 00:00:00,2019-06-30 00:00:00,65967154.16,34.0,128052474.49,66.0,2019,中期报告
162413,华宝中证1000指数A,2019-08-29 00:00:00,2019-06-30 00:00:00,402619.09,0.71,55934233.46,99.29,2019,中期报告
162509,国联安中证100指数(LOF),2019-08-28 00:00:00,2019-06-30 00:00:00,5486001.85,9.61,51573962.32,90.39,2019,中期报告
162714,广发深证100指数(LOF)A,2019-08-28 00:00:00,2019-06-30 00:00:00,1245350.72,5.26,22433439.83,94.74,2019,中期报告
162907,泰信中证锐联基本面400指数(LOF),2019-08-24 00:00:00,2019-06-30 00:00:00,34262456.81,78.19,9558726.21,21.81,2019,中期报告
163114,申万菱信中证环保产业指数(LOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,11309874.99,4.98,215780614.76,95.02,2019,中期报告
163116,申万菱信中证申万电子行业投资指数(LOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,6213583.98,4.82,122598109.41,95.18,2019,中期报告
163209,诺安创业板指数增强(LOF)A,2019-08-23 00:00:00,2019-06-30 00:00:00,44000.0,0.24,18143054.69,99.76,2019,中期报告
163417,兴全合宜灵活配置混合(LOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,2571787359.63,7.86,30127803970.79,92.14,2019,中期报告
163827,中银产业债债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,334021138.16,89.5622,38927460.21,10.4378,2019,中期报告
164304,新华中证环保产业指数,2019-08-24 00:00:00,2019-06-30 00:00:00,483880.87,1.14,42146210.45,98.86,2019,中期报告
164401,前海开源中证健康产业指数,2019-08-24 00:00:00,2019-06-30 00:00:00,7296692.0,19.81,29538372.95,80.19,2019,中期报告
164508,富兰克林国海中证100指数增强(LOF),2019-08-28 00:00:00,2019-06-30 00:00:00,754565.46,1.87,39525426.46,98.13,2019,中期报告
164705,汇添富恒生指数(QDII-LOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,73.0,0.0,72908595.41,100.0,2019,中期报告
164809,工银瑞信中证500ETF联接A,2019-08-28 00:00:00,2019-06-30 00:00:00,112370569.13,66.9,55603565.07,33.1,2019,中期报告
164818,工银瑞信中证传媒指数(LOF)A,2019-08-28 00:00:00,2019-06-30 00:00:00,401697.46,0.84,47567496.48,99.16,2019,中期报告
164905,交银施罗德国证新能源指数(LOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,2070274.73,0.82,250556319.08,99.18,2019,中期报告
165310,建信沪深300指数增强(LOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,721606.75,0.98,72787689.58,99.02,2019,中期报告
166023,中欧瑞丰灵活配置混合(LOF)A,2019-08-26 00:00:00,2019-06-30 00:00:00,38100.0,0.0,1164158508.13,100.0,2019,中期报告
166025,中欧远见两年定期开放混合A,2019-08-26 00:00:00,2019-06-30 00:00:00,240003.0,0.01,3164651649.97,99.99,2019,中期报告
168101,九泰锐智事件驱动灵活配置混合(LOF),2019-08-23 00:00:00,2019-06-30 00:00:00,136560566.98,37.91,223635889.7,62.09,2019,中期报告
168205,中融中证银行指数(LOF),2019-08-26 00:00:00,2019-06-30 00:00:00,140201.0,1.14,12179828.64,98.86,2019,中期报告
168401,红土创新转型精选灵活配置混合(LOF),2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,39359218.12,100.0,2019,中期报告
169102,东方红睿阳三年定期开放灵活配置混合,2019-08-27 00:00:00,2019-06-30 00:00:00,3144615.0,0.28,1112375091.08,99.72,2019,中期报告
169103,东方红睿轩三年定期开放灵活配置混合,2019-08-27 00:00:00,2019-06-30 00:00:00,1003986.44,0.04,2568811133.69,99.96,2019,中期报告
169104,东方红睿满沪港深灵活配置混合(LOF)A,2019-08-27 00:00:00,2019-06-30 00:00:00,7259013.0,0.63,1137432961.43,99.37,2019,中期报告
169105,东方红睿华沪港深灵活配置混合(LOF)A,2019-08-27 00:00:00,2019-06-30 00:00:00,211121483.73,3.32,6154780458.83,96.68,2019,中期报告
202213,南方核心竞争混合,2019-08-23 00:00:00,2019-06-30 00:00:00,19122777.26,11.35,149400920.44,88.65,2019,中期报告
206006,鹏华全球中短债债券(QDII)A,2019-08-23 00:00:00,2019-06-30 00:00:00,29547763.55,82.87,6109295.18,17.13,2019,中期报告
217025,招商理财7天债券型A,2019-08-26 00:00:00,2019-06-30 00:00:00,101900.01,0.04,261664056.84,99.96,2019,中期报告
217026,招商理财7天债券型B,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,14995490.5,100.0,2019,中期报告
270046,广发景荣纯债债券,2019-08-28 00:00:00,2019-06-30 00:00:00,392.12,0.0,580576072.61,100.0,2019,中期报告
360019,光大保德信添天盈五年定期开放债券,2019-08-28 00:00:00,2019-06-30 00:00:00,5433723.68,4.13,126192088.03,95.87,2019,中期报告
380010,中银聚享债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,115254.8,0.1233,93378246.41,99.8767,2019,中期报告
380011,中银聚享债券B,2019-08-26 00:00:00,2019-06-30 00:00:00,25528568481.51,99.9552,11430875.5,0.0448,2019,中期报告
400020,东方成长回报平衡混合,2019-08-27 00:00:00,2019-06-30 00:00:00,192827683.39,33.45,383635892.41,66.55,2019,中期报告
470014,汇添富理财14天债券型A,2019-08-29 00:00:00,2019-06-30 00:00:00,4233861.23,2.75,149918037.0,97.25,2019,中期报告
470030,汇添富鑫禧债券,2019-08-29 00:00:00,2019-06-30 00:00:00,765712.41,0.22,339773524.33,99.78,2019,中期报告
470060,汇添富理财60天债券型A,2019-08-29 00:00:00,2019-06-30 00:00:00,4161766.58,2.17,187785998.77,97.83,2019,中期报告
471014,汇添富理财14天债券型B,2019-08-29 00:00:00,2019-06-30 00:00:00,14490212470.06,100.0,0.0,0.0,2019,中期报告
471060,汇添富理财60天债券型B,2019-08-29 00:00:00,2019-06-30 00:00:00,20679125.6,52.67,18585540.95,47.33,2019,中期报告
472007,汇添富利率债债券,2019-08-29 00:00:00,2019-06-30 00:00:00,16081493880.36,100.0,0.0,0.0,2019,中期报告
485018,工银瑞信7天理财债券B,2019-08-28 00:00:00,2019-06-30 00:00:00,5388300671.09,99.48,28141654.83,0.52,2019,中期报告
485020,工银瑞信14天理财债券B,2019-08-28 00:00:00,2019-06-30 00:00:00,6538528222.95,99.1,59388175.92,0.9,2019,中期报告
485022,工银瑞信尊益中短债债券F,2019-08-28 00:00:00,2019-06-30 00:00:00,2716159302.55,99.15,23283741.79,0.85,2019,中期报告
485118,工银瑞信7天理财债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,13771625.72,0.55,2477341024.01,99.45,2019,中期报告
485120,工银瑞信14天理财债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,1956635.17,0.33,598960176.0,99.67,2019,中期报告
485122,工银瑞信尊益中短债债券C,2019-08-28 00:00:00,2019-06-30 00:00:00,579670.71,0.09,620262048.59,99.91,2019,中期报告
501002,长信价值优选混合,2019-08-27 00:00:00,2019-06-30 00:00:00,164286922.33,95.77,7251143.25,4.23,2019,中期报告
501032,财通福盛多策略混合(LOF)A,2019-08-27 00:00:00,2019-06-30 00:00:00,65007125.0,24.73,197836204.72,75.27,2019,中期报告
501039,汇添富睿丰混合(LOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,32993195.79,35.41,60170604.44,64.59,2019,中期报告
501040,汇添富睿丰混合(LOF)C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,24079909.25,100.0,2019,中期报告
501041,汇添富弘安混合型(LOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,61166110.91,100.0,2019,中期报告
501042,汇添富弘安混合型(LOF)C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,33131964.33,100.0,2019,中期报告
501063,汇添富悦享定期开放混合,2019-08-29 00:00:00,2019-06-30 00:00:00,67638081.14,7.03,893861689.46,92.97,2019,中期报告
501069,华宝标普中国A股质量价值指数(LOF),2019-08-29 00:00:00,2019-06-30 00:00:00,1970288.0,3.66,51895325.0,96.34,2019,中期报告
501070,广发睿阳三年定期开放混合,2019-08-28 00:00:00,2019-06-30 00:00:00,6048407.11,0.9,666621458.54,99.1,2019,中期报告
501311,嘉实恒生港股通新经济指数(LOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,13731116.32,100.0,2019,中期报告
502000,西部利得中证500指数增强(LOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,252560417.58,97.64,6098324.77,2.36,2019,中期报告
502020,国金上证50指数增强(LOF),2019-08-27 00:00:00,2019-06-30 00:00:00,39918.07,0.04,94231106.3,99.96,2019,中期报告
502040,长盛上证50指数(LOF),2019-08-27 00:00:00,2019-06-30 00:00:00,80414670.36,87.01,12001056.92,12.99,2019,中期报告
502056,广发中证医疗ETF联接(LOF)A,2019-08-28 00:00:00,2019-06-30 00:00:00,16480692.72,14.96,93705434.28,85.04,2019,中期报告
512290,国泰中证生物医药ETF,2019-08-28 00:00:00,2019-06-30 00:00:00,274128060.0,45.93,322692634.0,54.07,2019,中期报告
512380,银华MSCI中国A股ETF,2019-08-26 00:00:00,2019-06-30 00:00:00,957735659.0,49.55,975069923.0,50.45,2019,中期报告
512590,浦银安盛中证高股息精选ETF,2019-08-23 00:00:00,2019-06-30 00:00:00,4078115.0,11.82,30425329.0,88.18,2019,中期报告
512690,鹏华中证酒ETF,2019-08-23 00:00:00,2019-06-30 00:00:00,14157831.0,11.14,112967256.0,88.86,2019,中期报告
519034,海富通中证500指数增强A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,15195247.93,100.0,2019,中期报告
519136,海富通瑞丰债券,2019-08-28 00:00:00,2019-06-30 00:00:00,198155157.04,99.98,32155.62,0.02,2019,中期报告
519137,海富通瑞福债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,300021500.0,100.0,2959.69,0.0,2019,中期报告
519197,万家颐达灵活配置混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,56841825.09,100.0,2019,中期报告
519198,万家颐和灵活配置混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,91289.77,0.3,30503190.03,99.7,2019,中期报告
519199,万家家享中短债债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,24884270.77,100.0,2019,中期报告
519208,万家3-5年政策性金融债纯债债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,197151.1,97.28,5509.53,2.72,2019,中期报告
519209,万家3-5年政策性金融债纯债债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,91200.62,100.0,2019,中期报告
519334,浦银安盛盛勤3个月定期开放债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,1422648860.0,100.0,217.92,0.0,2019,中期报告
519335,浦银安盛盛勤3个月定期开放债券C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,948794.12,100.0,2019,中期报告
