基金代码,基金简称,持仓日期,对应股票代码,债券名称,数量,市值,市值占基金资产净值比,第N大重仓股,所在证券市场,所属国家(地区),报告类型
008897,上银可转债精选债券A,20210630,600863,蒙电转债,4066.0,430922.4,0.0326,10,上海证券交易所,中华人民共和国,年报(含半年报)
003205,财通可转债债券C,20201231,600863,蒙电转债,1670.0,182180.3,0.0094,18,上海证券交易所,中华人民共和国,年报(含半年报)
006006,诺安鼎利混合C,20201231,002241,歌尔转2,999.0,159930.0,0.0078,11,深圳证券交易所,中华人民共和国,年报(含半年报)
008831,海富通安益对冲策略灵活配置混合A,20201231,002241,歌尔转2,99944.0,15993000.0,0.0067,3,深圳证券交易所,中华人民共和国,年报(含半年报)
007257,凯石沣混合A,20201231,002241,歌尔转2,100.0,15993.0,0.0003,9,深圳证券交易所,中华人民共和国,年报(含半年报)
007258,凯石沣混合C,20201231,002241,歌尔转2,100.0,15993.0,0.0003,9,深圳证券交易所,中华人民共和国,季报
006013,易方达鑫转招利混合A,20201231,002241,歌尔转2,34970.0,5595950.7,0.0056,6,深圳证券交易所,中华人民共和国,季报
008436,长信中证可转债及可交换债券50指数C,20201231,002241,歌尔转2,9275.0,1484150.4,0.0192,7,深圳证券交易所,中华人民共和国,年报(含半年报)
920007,中金恒瑞债券A,20201231,002241,歌尔转2,7995.0,1279280.0,0.0112,2,深圳证券交易所,中华人民共和国,年报(含半年报)
008831,海富通安益对冲策略灵活配置混合A,20201231,002241,歌尔转2,99944.0,15993000.0,0.0067,3,深圳证券交易所,中华人民共和国,季报
008691,平安增利六个月定期开放债券C,20201231,002241,歌尔转2,38230.0,6117642.36,0.0199,6,深圳证券交易所,中华人民共和国,季报
009228,平安增鑫六个月定期开放债券C,20201231,002241,歌尔转2,27445.0,4391677.8,0.0099,9,深圳证券交易所,中华人民共和国,年报(含半年报)
007233,金鹰鑫益灵活配置混合E,20201231,002241,歌尔转2,1134.0,181520.55,0.0006,9,深圳证券交易所,中华人民共和国,季报
009022,鹏华丰诚债券C,20201231,002241,歌尔转2,10494.0,1679265.0,0.0078,3,深圳证券交易所,中华人民共和国,年报(含半年报)
009291,富国添享一年持有期债券C,20201231,002241,歌尔转2,4997.0,799650.0,0.0021,9,深圳证券交易所,中华人民共和国,年报(含半年报)
010871,中银信用增利债券(LOF)C,20201231,002241,歌尔转2,49262.0,7882949.7,0.0033,11,深圳证券交易所,中华人民共和国,季报
010188,中欧添益一年持有期混合A,20201231,002241,歌尔转2,29983.0,4797900.0,0.0022,1,深圳证券交易所,中华人民共和国,季报
009285,泰康招泰尊享一年持有期混合A,20201231,002241,歌尔转2,39538.0,6326830.8,0.0024,8,深圳证券交易所,中华人民共和国,年报(含半年报)
009917,格林泓利增强债券C,20201231,002241,歌尔转2,50932.0,8150083.76,0.0134,2,深圳证券交易所,中华人民共和国,年报(含半年报)
007317,交银施罗德可转债债券C,20201231,002241,歌尔转2,1809.0,289473.3,0.0067,24,深圳证券交易所,中华人民共和国,年报(含半年报)
009471,东方欣利混合C,20201231,002241,歌尔转2,54969.0,8796150.0,0.0157,4,深圳证券交易所,中华人民共和国,年报(含半年报)
009449,泰康申润一年持有期混合C,20201231,002241,歌尔转2,4997.0,799650.0,0.0017,8,深圳证券交易所,中华人民共和国,年报(含半年报)
008740,国寿安保尊盛双债债券A,20201231,002241,歌尔转2,2379.0,380633.4,0.0056,14,深圳证券交易所,中华人民共和国,季报
009916,格林泓利增强债券A,20201231,002241,歌尔转2,50932.0,8150083.76,0.0134,2,深圳证券交易所,中华人民共和国,季报
006738,工银瑞信添慧债券A,20201231,002241,歌尔转2,1999.0,319860.0,0.0027,17,深圳证券交易所,中华人民共和国,年报(含半年报)
007230,兴全沪深300指数增强(LOF)C,20201231,002241,歌尔转2,42747.0,6840366.03,0.0012,7,深圳证券交易所,中华人民共和国,季报
007230,兴全沪深300指数增强(LOF)C,20201231,002241,歌尔转2,42747.0,6840366.03,0.0012,7,深圳证券交易所,中华人民共和国,年报(含半年报)
008504,国泰信用互利债券C,20201231,002241,歌尔转2,14992.0,2398950.0,0.0054,7,深圳证券交易所,中华人民共和国,季报
008611,海富通添鑫收益债券A,20201231,002241,歌尔转2,470.0,75167.1,0.0005,102,深圳证券交易所,中华人民共和国,年报(含半年报)
009460,安信禧悦稳健养老目标一年持有期混合(FOF)A,20201231,002241,歌尔转2,18190.0,2910726.0,0.0066,8,深圳证券交易所,中华人民共和国,年报(含半年报)
010188,中欧添益一年持有期混合A,20201231,002241,歌尔转2,29983.0,4797900.0,0.0022,1,深圳证券交易所,中华人民共和国,年报(含半年报)
009606,长信稳健精选混合A,20201231,002241,歌尔转2,29983.0,4797900.0,0.007,2,深圳证券交易所,中华人民共和国,季报
007317,交银施罗德可转债债券C,20201231,002241,歌尔转2,1809.0,289473.3,0.0067,24,深圳证券交易所,中华人民共和国,季报
007258,凯石沣混合C,20201231,002241,歌尔转2,100.0,15993.0,0.0003,9,深圳证券交易所,中华人民共和国,年报(含半年报)
009937,东方欣益一年持有期偏债混合A,20201231,002241,歌尔转2,104939.0,16792330.14,0.0098,2,深圳证券交易所,中华人民共和国,季报
007446,中欧增强回报债券(LOF)C,20201231,002241,歌尔转2,28984.0,4637970.0,0.0013,2,深圳证券交易所,中华人民共和国,年报(含半年报)
007316,交银施罗德可转债债券A,20201231,002241,歌尔转2,1809.0,289473.3,0.0067,24,深圳证券交易所,中华人民共和国,年报(含半年报)
006867,易方达丰华债券C,20201231,002241,歌尔转2,27035.0,4326106.5,0.0012,31,深圳证券交易所,中华人民共和国,季报
010189,中欧添益一年持有期混合C,20201231,002241,歌尔转2,29983.0,4797900.0,0.0022,1,深圳证券交易所,中华人民共和国,季报
006005,诺安鼎利混合A,20201231,002241,歌尔转2,999.0,159930.0,0.0078,11,深圳证券交易所,中华人民共和国,年报(含半年报)
009227,平安增鑫六个月定期开放债券A,20201231,002241,歌尔转2,27445.0,4391677.8,0.0099,9,深圳证券交易所,中华人民共和国,季报
008610,海富通添鑫收益债券C,20201231,002241,歌尔转2,470.0,75167.1,0.0005,102,深圳证券交易所,中华人民共和国,年报(含半年报)
008692,平安增利六个月定期开放债券E,20201231,002241,歌尔转2,38230.0,6117642.36,0.0199,6,深圳证券交易所,中华人民共和国,季报
009470,东方欣利混合A,20201231,002241,歌尔转2,54969.0,8796150.0,0.0157,4,深圳证券交易所,中华人民共和国,年报(含半年报)
009291,富国添享一年持有期债券C,20201231,002241,歌尔转2,4997.0,799650.0,0.0021,9,深圳证券交易所,中华人民共和国,季报
008830,海富通安益对冲策略灵活配置混合C,20201231,002241,歌尔转2,99944.0,15993000.0,0.0067,3,深圳证券交易所,中华人民共和国,年报(含半年报)
009519,中欧鼎利债券E,20201231,002241,歌尔转2,70340.0,11255873.4,0.0099,3,深圳证券交易所,中华人民共和国,年报(含半年报)
007749,民生加银鹏程混合C,20201231,002241,歌尔转2,166.0,26548.38,0.0,13,深圳证券交易所,中华人民共和国,季报
008741,国寿安保尊盛双债债券C,20201231,002241,歌尔转2,2379.0,380633.4,0.0056,14,深圳证券交易所,中华人民共和国,年报(含半年报)
920927,中金恒瑞债券C,20201231,002241,歌尔转2,7995.0,1279280.0,0.0112,2,深圳证券交易所,中华人民共和国,季报
007749,民生加银鹏程混合C,20201231,002241,歌尔转2,166.0,26548.38,0.0,13,深圳证券交易所,中华人民共和国,年报(含半年报)
511380,博时中证可转债及可交换债券ETF,20201231,002241,歌尔转2,68159.0,10906821.46,0.0106,11,深圳证券交易所,中华人民共和国,季报
008045,博远增强回报债券C,20201231,002241,歌尔转2,9997.0,1599789.79,0.0022,6,深圳证券交易所,中华人民共和国,年报(含半年报)
009917,格林泓利增强债券C,20201231,002241,歌尔转2,50932.0,8150083.76,0.0134,2,深圳证券交易所,中华人民共和国,季报
007282,华夏鼎淳债券A,20201231,002241,歌尔转2,21808.0,3489672.6,0.0016,10,深圳证券交易所,中华人民共和国,年报(含半年报)
161019,富国新天锋债券(LOF)A,20201231,002241,歌尔转2,14992.0,2398950.0,0.0044,9,深圳证券交易所,中华人民共和国,年报(含半年报)
007233,金鹰鑫益灵活配置混合E,20201231,002241,歌尔转2,1134.0,181520.55,0.0006,9,深圳证券交易所,中华人民共和国,年报(含半年报)
009938,东方欣益一年持有期偏债混合C,20201231,002241,歌尔转2,104939.0,16792330.14,0.0098,2,深圳证券交易所,中华人民共和国,年报(含半年报)
008435,长信中证可转债及可交换债券50指数A,20201231,002241,歌尔转2,9275.0,1484150.4,0.0192,7,深圳证券交易所,中华人民共和国,季报
008435,长信中证可转债及可交换债券50指数A,20201231,002241,歌尔转2,9275.0,1484150.4,0.0192,7,深圳证券交易所,中华人民共和国,年报(含半年报)
010629,广发可转债债券E,20201231,002241,歌尔转2,9994.0,1599300.0,0.0118,16,深圳证券交易所,中华人民共和国,年报(含半年报)
009607,长信稳健精选混合C,20201231,002241,歌尔转2,29983.0,4797900.0,0.007,2,深圳证券交易所,中华人民共和国,季报
009022,鹏华丰诚债券C,20201231,002241,歌尔转2,10494.0,1679265.0,0.0078,3,深圳证券交易所,中华人民共和国,季报
160217,国泰信用互利债券A,20201231,002241,歌尔转2,14992.0,2398950.0,0.0054,7,深圳证券交易所,中华人民共和国,季报
006014,易方达鑫转招利混合C,20201231,002241,歌尔转2,34970.0,5595950.7,0.0056,6,深圳证券交易所,中华人民共和国,季报
008830,海富通安益对冲策略灵活配置混合C,20201231,002241,歌尔转2,99944.0,15993000.0,0.0067,3,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20201231,002241,歌尔转2,68159.0,10906821.46,0.0106,11,深圳证券交易所,中华人民共和国,年报(含半年报)
008045,博远增强回报债券C,20201231,002241,歌尔转2,9997.0,1599789.79,0.0022,6,深圳证券交易所,中华人民共和国,季报
007283,华夏鼎淳债券C,20201231,002241,歌尔转2,21808.0,3489672.6,0.0016,10,深圳证券交易所,中华人民共和国,季报
006014,易方达鑫转招利混合C,20201231,002241,歌尔转2,34970.0,5595950.7,0.0056,6,深圳证券交易所,中华人民共和国,年报(含半年报)
009228,平安增鑫六个月定期开放债券C,20201231,002241,歌尔转2,27445.0,4391677.8,0.0099,9,深圳证券交易所,中华人民共和国,季报
008610,海富通添鑫收益债券C,20201231,002241,歌尔转2,470.0,75167.1,0.0005,102,深圳证券交易所,中华人民共和国,季报
008436,长信中证可转债及可交换债券50指数C,20201231,002241,歌尔转2,9275.0,1484150.4,0.0192,7,深圳证券交易所,中华人民共和国,季报
008611,海富通添鑫收益债券A,20201231,002241,歌尔转2,470.0,75167.1,0.0005,102,深圳证券交易所,中华人民共和国,季报
009286,泰康招泰尊享一年持有期混合C,20201231,002241,歌尔转2,39538.0,6326830.8,0.0024,8,深圳证券交易所,中华人民共和国,年报(含半年报)
009021,鹏华丰诚债券A,20201231,002241,歌尔转2,10494.0,1679265.0,0.0078,3,深圳证券交易所,中华人民共和国,季报
009285,泰康招泰尊享一年持有期混合A,20201231,002241,歌尔转2,39538.0,6326830.8,0.0024,8,深圳证券交易所,中华人民共和国,季报
006006,诺安鼎利混合C,20201231,002241,歌尔转2,999.0,159930.0,0.0078,11,深圳证券交易所,中华人民共和国,季报
009448,泰康申润一年持有期混合A,20201231,002241,歌尔转2,4997.0,799650.0,0.0017,8,深圳证券交易所,中华人民共和国,年报(含半年报)
006867,易方达丰华债券C,20201231,002241,歌尔转2,27035.0,4326106.5,0.0012,31,深圳证券交易所,中华人民共和国,年报(含半年报)
006739,工银瑞信添慧债券C,20201231,002241,歌尔转2,1999.0,319860.0,0.0027,17,深圳证券交易所,中华人民共和国,季报
009938,东方欣益一年持有期偏债混合C,20201231,002241,歌尔转2,104939.0,16792330.14,0.0098,2,深圳证券交易所,中华人民共和国,季报
008302,永赢易弘债券A,20201231,002241,歌尔转2,14992.0,2398950.0,0.0043,5,深圳证券交易所,中华人民共和国,年报(含半年报)
009286,泰康招泰尊享一年持有期混合C,20201231,002241,歌尔转2,39538.0,6326830.8,0.0024,8,深圳证券交易所,中华人民共和国,季报
008044,博远增强回报债券A,20201231,002241,歌尔转2,9997.0,1599789.79,0.0022,6,深圳证券交易所,中华人民共和国,年报(含半年报)
007032,平安可转债债券A,20201231,002241,歌尔转2,1779.0,284675.4,0.0091,16,深圳证券交易所,中华人民共和国,年报(含半年报)
008690,平安增利六个月定期开放债券A,20201231,002241,歌尔转2,38230.0,6117642.36,0.0199,6,深圳证券交易所,中华人民共和国,季报
007282,华夏鼎淳债券A,20201231,002241,歌尔转2,21808.0,3489672.6,0.0016,10,深圳证券交易所,中华人民共和国,季报
008817,华宝可转债债券C,20201231,002241,歌尔转2,69961.0,11195100.0,0.0284,8,深圳证券交易所,中华人民共和国,季报
008741,国寿安保尊盛双债债券C,20201231,002241,歌尔转2,2379.0,380633.4,0.0056,14,深圳证券交易所,中华人民共和国,季报
009758,富国可转换债券C,20201231,002241,歌尔转2,684250.0,109493675.55,0.0356,6,深圳证券交易所,中华人民共和国,年报(含半年报)
009470,东方欣利混合A,20201231,002241,歌尔转2,54969.0,8796150.0,0.0157,4,深圳证券交易所,中华人民共和国,季报
000189,易方达丰华债券A,20201231,002241,歌尔转2,27035.0,4326106.5,0.0012,31,深圳证券交易所,中华人民共和国,季报
501096,国联安科技创新混合(LOF),20201231,002241,歌尔转2,220905.0,35329336.65,0.0533,1,深圳证券交易所,中华人民共和国,年报(含半年报)
007283,华夏鼎淳债券C,20201231,002241,歌尔转2,21808.0,3489672.6,0.0016,10,深圳证券交易所,中华人民共和国,年报(含半年报)
005991,长信利丰债券A,20201231,002241,歌尔转2,39548.0,6328430.1,0.0028,12,深圳证券交易所,中华人民共和国,季报
000189,易方达丰华债券A,20201231,002241,歌尔转2,27035.0,4326106.5,0.0012,31,深圳证券交易所,中华人民共和国,年报(含半年报)
006005,诺安鼎利混合A,20201231,002241,歌尔转2,999.0,159930.0,0.0078,11,深圳证券交易所,中华人民共和国,季报
007257,凯石沣混合A,20201231,002241,歌尔转2,100.0,15993.0,0.0003,9,深圳证券交易所,中华人民共和国,季报
008740,国寿安保尊盛双债债券A,20201231,002241,歌尔转2,2379.0,380633.4,0.0056,14,深圳证券交易所,中华人民共和国,年报(含半年报)
009460,安信禧悦稳健养老目标一年持有期混合(FOF)A,20201231,002241,歌尔转2,18190.0,2910726.0,0.0066,8,深圳证券交易所,中华人民共和国,季报
008691,平安增利六个月定期开放债券C,20201231,002241,歌尔转2,38230.0,6117642.36,0.0199,6,深圳证券交易所,中华人民共和国,年报(含半年报)
009229,平安增鑫六个月定期开放债券E,20201231,002241,歌尔转2,27445.0,4391677.8,0.0099,9,深圳证券交易所,中华人民共和国,年报(含半年报)
160217,国泰信用互利债券A,20201231,002241,歌尔转2,14992.0,2398950.0,0.0054,7,深圳证券交易所,中华人民共和国,年报(含半年报)
008817,华宝可转债债券C,20201231,002241,歌尔转2,69961.0,11195100.0,0.0284,8,深圳证券交易所,中华人民共和国,年报(含半年报)
009448,泰康申润一年持有期混合A,20201231,002241,歌尔转2,4997.0,799650.0,0.0017,8,深圳证券交易所,中华人民共和国,季报
007033,平安可转债债券C,20201231,002241,歌尔转2,1779.0,284675.4,0.0091,16,深圳证券交易所,中华人民共和国,年报(含半年报)
009520,中欧鼎利债券C,20201231,002241,歌尔转2,70340.0,11255873.4,0.0099,3,深圳证券交易所,中华人民共和国,年报(含半年报)
008690,平安增利六个月定期开放债券A,20201231,002241,歌尔转2,38230.0,6117642.36,0.0199,6,深圳证券交易所,中华人民共和国,年报(含半年报)
009606,长信稳健精选混合A,20201231,002241,歌尔转2,29983.0,4797900.0,0.007,2,深圳证券交易所,中华人民共和国,年报(含半年报)
008504,国泰信用互利债券C,20201231,002241,歌尔转2,14992.0,2398950.0,0.0054,7,深圳证券交易所,中华人民共和国,年报(含半年报)
007446,中欧增强回报债券(LOF)C,20201231,002241,歌尔转2,28984.0,4637970.0,0.0013,2,深圳证券交易所,中华人民共和国,季报
006739,工银瑞信添慧债券C,20201231,002241,歌尔转2,1999.0,319860.0,0.0027,17,深圳证券交易所,中华人民共和国,年报(含半年报)
007033,平安可转债债券C,20201231,002241,歌尔转2,1779.0,284675.4,0.0091,16,深圳证券交易所,中华人民共和国,季报
006738,工银瑞信添慧债券A,20201231,002241,歌尔转2,1999.0,319860.0,0.0027,17,深圳证券交易所,中华人民共和国,季报
010629,广发可转债债券E,20201231,002241,歌尔转2,9994.0,1599300.0,0.0118,16,深圳证券交易所,中华人民共和国,季报
009519,中欧鼎利债券E,20201231,002241,歌尔转2,70340.0,11255873.4,0.0099,3,深圳证券交易所,中华人民共和国,季报
009471,东方欣利混合C,20201231,002241,歌尔转2,54969.0,8796150.0,0.0157,4,深圳证券交易所,中华人民共和国,季报
008302,永赢易弘债券A,20201231,002241,歌尔转2,14992.0,2398950.0,0.0043,5,深圳证券交易所,中华人民共和国,季报
010964,鹏华可转债债券C,20201231,002241,歌尔转2,135973.0,21758476.5,0.012,11,深圳证券交易所,中华人民共和国,季报
010964,鹏华可转债债券C,20201231,002241,歌尔转2,135973.0,21758476.5,0.012,11,深圳证券交易所,中华人民共和国,年报(含半年报)
009290,富国添享一年持有期债券A,20201231,002241,歌尔转2,4997.0,799650.0,0.0021,9,深圳证券交易所,中华人民共和国,年报(含半年报)
009021,鹏华丰诚债券A,20201231,002241,歌尔转2,10494.0,1679265.0,0.0078,3,深圳证券交易所,中华人民共和国,年报(含半年报)
010871,中银信用增利债券(LOF)C,20201231,002241,歌尔转2,49262.0,7882949.7,0.0033,11,深圳证券交易所,中华人民共和国,年报(含半年报)
007316,交银施罗德可转债债券A,20201231,002241,歌尔转2,1809.0,289473.3,0.0067,24,深圳证券交易所,中华人民共和国,季报
920927,中金恒瑞债券C,20201231,002241,歌尔转2,7995.0,1279280.0,0.0112,2,深圳证券交易所,中华人民共和国,年报(含半年报)
009758,富国可转换债券C,20201231,002241,歌尔转2,684250.0,109493675.55,0.0356,6,深圳证券交易所,中华人民共和国,季报
007032,平安可转债债券A,20201231,002241,歌尔转2,1779.0,284675.4,0.0091,16,深圳证券交易所,中华人民共和国,季报
009937,东方欣益一年持有期偏债混合A,20201231,002241,歌尔转2,104939.0,16792330.14,0.0098,2,深圳证券交易所,中华人民共和国,年报(含半年报)
008044,博远增强回报债券A,20201231,002241,歌尔转2,9997.0,1599789.79,0.0022,6,深圳证券交易所,中华人民共和国,季报
920007,中金恒瑞债券A,20201231,002241,歌尔转2,7995.0,1279280.0,0.0112,2,深圳证券交易所,中华人民共和国,季报
009227,平安增鑫六个月定期开放债券A,20201231,002241,歌尔转2,27445.0,4391677.8,0.0099,9,深圳证券交易所,中华人民共和国,年报(含半年报)
010189,中欧添益一年持有期混合C,20201231,002241,歌尔转2,29983.0,4797900.0,0.0022,1,深圳证券交易所,中华人民共和国,年报(含半年报)
005991,长信利丰债券A,20201231,002241,歌尔转2,39548.0,6328430.1,0.0028,12,深圳证券交易所,中华人民共和国,年报(含半年报)
009449,泰康申润一年持有期混合C,20201231,002241,歌尔转2,4997.0,799650.0,0.0017,8,深圳证券交易所,中华人民共和国,季报
009290,富国添享一年持有期债券A,20201231,002241,歌尔转2,4997.0,799650.0,0.0021,9,深圳证券交易所,中华人民共和国,季报
009916,格林泓利增强债券A,20201231,002241,歌尔转2,50932.0,8150083.76,0.0134,2,深圳证券交易所,中华人民共和国,年报(含半年报)
006013,易方达鑫转招利混合A,20201231,002241,歌尔转2,34970.0,5595950.7,0.0056,6,深圳证券交易所,中华人民共和国,年报(含半年报)
009607,长信稳健精选混合C,20201231,002241,歌尔转2,29983.0,4797900.0,0.007,2,深圳证券交易所,中华人民共和国,年报(含半年报)
161019,富国新天锋债券(LOF)A,20201231,002241,歌尔转2,14992.0,2398950.0,0.0044,9,深圳证券交易所,中华人民共和国,季报
008692,平安增利六个月定期开放债券E,20201231,002241,歌尔转2,38230.0,6117642.36,0.0199,6,深圳证券交易所,中华人民共和国,年报(含半年报)
009520,中欧鼎利债券C,20201231,002241,歌尔转2,70340.0,11255873.4,0.0099,3,深圳证券交易所,中华人民共和国,季报
009229,平安增鑫六个月定期开放债券E,20201231,002241,歌尔转2,27445.0,4391677.8,0.0099,9,深圳证券交易所,中华人民共和国,季报
501096,国联安科技创新混合(LOF),20201231,002241,歌尔转2,220905.0,35329336.65,0.0533,1,深圳证券交易所,中华人民共和国,季报
008942,华泰紫金周周购3个月滚动持有债券C,20211231,300577,开润转债,9998.0,1181800.0,0.0152,16,深圳证券交易所,中华人民共和国,季报
008809,安信民稳增长混合A,20210630,300577,开润转债,39383.0,4191179.83,0.0043,24,深圳证券交易所,中华人民共和国,年报(含半年报)
006466,浦银安盛双债增强债券A,20210331,300577,开润转债,2497.0,266225.0,0.0005,55,深圳证券交易所,中华人民共和国,季报
010118,天弘多元收益债券A,20211231,300577,开润转债,40483.0,4785108.2,0.0013,60,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20201231,300577,开润转债,3070.0,326924.3,0.0003,187,深圳证券交易所,中华人民共和国,季报
007647,平安季享裕三个月定期开放债券E,20210331,300577,开润转债,10965.0,1169260.2,0.0027,1,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20210630,300577,开润转债,2023.0,215301.8,0.0003,256,深圳证券交易所,中华人民共和国,季报
010600,光大保德信安瑞一年持有期债券A,20210930,300577,开润转债,23476.0,2597900.64,0.0012,23,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20211231,300577,开润转债,1710.0,202087.8,0.0003,280,深圳证券交易所,中华人民共和国,季报
003189,汇添富保鑫灵活配置混合A,20201231,300577,开润转债,9999.0,1064900.0,0.0092,1,深圳证券交易所,中华人民共和国,季报
009228,平安增鑫六个月定期开放债券C,20201231,300577,开润转债,18729.0,1994557.7,0.0045,13,深圳证券交易所,中华人民共和国,季报
008453,兴全恒鑫债券C,20210331,300577,开润转债,23507.0,2506774.6,0.0047,13,深圳证券交易所,中华人民共和国,季报
009350,新疆前海联合添泽债券C,20211231,300577,开润转债,18197.0,2150876.0,0.0012,22,深圳证券交易所,中华人民共和国,季报
009227,平安增鑫六个月定期开放债券A,20201231,300577,开润转债,18729.0,1994557.7,0.0045,13,深圳证券交易所,中华人民共和国,年报(含半年报)
008942,华泰紫金周周购3个月滚动持有债券C,20210930,300577,开润转债,9961.0,1102300.0,0.0066,15,深圳证券交易所,中华人民共和国,季报
009350,新疆前海联合添泽债券C,20211231,300577,开润转债,18197.0,2150876.0,0.0012,22,深圳证券交易所,中华人民共和国,年报(含半年报)
008452,兴全恒鑫债券A,20210630,300577,开润转债,23476.0,2498300.2,0.0032,17,深圳证券交易所,中华人民共和国,年报(含半年报)
006466,浦银安盛双债增强债券A,20210630,300577,开润转债,4488.0,477585.0,0.0009,66,深圳证券交易所,中华人民共和国,年报(含半年报)
003189,汇添富保鑫灵活配置混合A,20210630,300577,开润转债,25231.0,2685089.0,0.0156,1,深圳证券交易所,中华人民共和国,季报
009101,安信稳健增利混合C,20210930,300577,开润转债,46409.0,5135615.7,0.0006,32,深圳证券交易所,中华人民共和国,季报
010601,光大保德信安瑞一年持有期债券C,20210630,300577,开润转债,35795.0,3809324.09,0.0017,22,深圳证券交易所,中华人民共和国,年报(含半年报)
008810,安信民稳增长混合C,20211231,300577,开润转债,21616.0,2555051.6,0.0024,28,深圳证券交易所,中华人民共和国,年报(含半年报)
003189,汇添富保鑫灵活配置混合A,20210630,300577,开润转债,25231.0,2685089.0,0.0156,1,深圳证券交易所,中华人民共和国,年报(含半年报)
008942,华泰紫金周周购3个月滚动持有债券C,20211231,300577,开润转债,9998.0,1181800.0,0.0152,16,深圳证券交易所,中华人民共和国,年报(含半年报)
009512,天弘添利债券(LOF)E,20210630,300577,开润转债,32394.0,3447420.79,0.0026,68,深圳证券交易所,中华人民共和国,年报(含半年报)
006898,天弘弘丰增强回报债券A,20210630,300577,开润转债,2992.0,318390.0,0.0013,72,深圳证券交易所,中华人民共和国,季报
006655,华泰紫金季季享定期开放债券C,20211231,300577,开润转债,9998.0,1181800.0,0.0025,17,深圳证券交易所,中华人民共和国,季报
009100,安信稳健增利混合A,20210930,300577,开润转债,46409.0,5135615.7,0.0006,32,深圳证券交易所,中华人民共和国,季报
008452,兴全恒鑫债券A,20210630,300577,开润转债,23476.0,2498300.2,0.0032,17,深圳证券交易所,中华人民共和国,季报
006654,华泰紫金季季享定期开放债券A,20211231,300577,开润转债,9998.0,1181800.0,0.0025,17,深圳证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20211231,300577,开润转债,5999.0,709080.0,0.0004,97,深圳证券交易所,中华人民共和国,季报
006898,天弘弘丰增强回报债券A,20210630,300577,开润转债,2992.0,318390.0,0.0013,72,深圳证券交易所,中华人民共和国,年报(含半年报)
010118,天弘多元收益债券A,20210930,300577,开润转债,40333.0,4463212.7,0.0037,28,深圳证券交易所,中华人民共和国,季报
010118,天弘多元收益债券A,20211231,300577,开润转债,40483.0,4785108.2,0.0013,60,深圳证券交易所,中华人民共和国,年报(含半年报)
008008,易方达稳健收益债券C,20210630,300577,开润转债,14207.0,1511927.98,0.0001,76,深圳证券交易所,中华人民共和国,季报
008453,兴全恒鑫债券C,20200930,300577,开润转债,34879.0,4045910.68,0.0078,10,深圳证券交易所,中华人民共和国,季报
003189,汇添富保鑫灵活配置混合A,20211231,300577,开润转债,2750.0,324995.0,0.0026,6,深圳证券交易所,中华人民共和国,年报(含半年报)
003189,汇添富保鑫灵活配置混合A,20210930,300577,开润转债,5528.0,611776.5,0.0057,2,深圳证券交易所,中华人民共和国,季报
008453,兴全恒鑫债券C,20211231,300577,开润转债,23536.0,2781957.2,0.0014,35,深圳证券交易所,中华人民共和国,季报
008809,安信民稳增长混合A,20210331,300577,开润转债,1498.0,159735.0,0.0002,56,深圳证券交易所,中华人民共和国,季报
006899,天弘弘丰增强回报债券C,20210630,300577,开润转债,2992.0,318390.0,0.0013,72,深圳证券交易所,中华人民共和国,季报
008809,安信民稳增长混合A,20210930,300577,开润转债,43919.0,4860040.7,0.0051,18,深圳证券交易所,中华人民共和国,季报
010119,天弘多元收益债券C,20211231,300577,开润转债,40483.0,4785108.2,0.0013,60,深圳证券交易所,中华人民共和国,年报(含半年报)
006655,华泰紫金季季享定期开放债券C,20211231,300577,开润转债,9998.0,1181800.0,0.0025,17,深圳证券交易所,中华人民共和国,年报(含半年报)
008452,兴全恒鑫债券A,20200930,300577,开润转债,34879.0,4045910.68,0.0078,10,深圳证券交易所,中华人民共和国,季报
006899,天弘弘丰增强回报债券C,20210630,300577,开润转债,2992.0,318390.0,0.0013,72,深圳证券交易所,中华人民共和国,年报(含半年报)
009349,新疆前海联合添泽债券A,20211231,300577,开润转债,18197.0,2150876.0,0.0012,22,深圳证券交易所,中华人民共和国,年报(含半年报)
010600,光大保德信安瑞一年持有期债券A,20210630,300577,开润转债,35795.0,3809324.09,0.0017,22,深圳证券交易所,中华人民共和国,年报(含半年报)
006467,浦银安盛双债增强债券C,20210630,300577,开润转债,4488.0,477585.0,0.0009,66,深圳证券交易所,中华人民共和国,年报(含半年报)
008452,兴全恒鑫债券A,20211231,300577,开润转债,23536.0,2781957.2,0.0014,35,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20201231,300577,开润转债,3070.0,326924.3,0.0003,187,深圳证券交易所,中华人民共和国,年报(含半年报)
007645,平安季享裕三个月定期开放债券A,20210331,300577,开润转债,10965.0,1169260.2,0.0027,1,深圳证券交易所,中华人民共和国,季报
003189,汇添富保鑫灵活配置混合A,20211231,300577,开润转债,2750.0,324995.0,0.0026,6,深圳证券交易所,中华人民共和国,季报
